n	tiempo
247	1e-06
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	1e-06
260	0
261	0
262	1e-06
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	1e-06
274	1e-06
275	0
276	0
277	0
278	0
279	0
280	0
281	1e-06
282	0
283	1e-06
284	0
285	1e-06
286	1e-06
287	1e-06
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	1e-06
303	0
304	0
305	0
306	1e-06
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	1e-06
323	0
324	1e-06
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	1e-06
342	0
343	0
344	0
345	0
346	0
347	1e-06
348	1e-06
349	0
350	0
351	0
352	1e-06
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	1e-06
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	1e-06
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	1e-06
393	0
394	0
395	0
396	0
397	0
398	1e-06
399	0
400	0
401	1e-06
402	0
403	0
404	1e-06
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	1e-06
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	1e-06
444	0
445	0
446	0
447	0
448	1e-06
449	1e-06
450	1e-06
451	0
452	1e-06
453	1e-06
454	0
455	1e-06
456	0
457	0
458	1e-06
459	1e-06
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	1e-06
472	0
473	0
474	0
475	0
476	0
477	0
478	1e-06
479	0
480	0
481	0
482	1e-06
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	1e-06
499	0
500	0
501	0
502	0
503	0
504	1e-06
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	1e-06
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	1e-06
523	0
524	1e-06
525	0
526	1e-06
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	1e-06
535	1e-06
536	0
537	0
538	0
539	0
540	0
541	0
542	1e-06
543	1e-06
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	1e-06
557	0
558	0
559	0
560	0
561	1e-06
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	1e-06
586	0
587	0
588	0
589	1e-06
590	0
591	0
592	0
593	1e-06
594	0
595	0
596	0
597	0
598	1e-06
599	1e-06
600	0
601	0
602	1e-06
603	0
604	0
605	0
606	0
607	0
608	0
609	0
610	1e-06
611	1e-06
612	1e-06
613	0
614	0
615	0
616	1e-06
617	0
618	1e-06
619	0
620	0
621	0
622	1e-06
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	1e-06
631	0
632	0
633	0
634	1e-06
635	0
636	0
637	0
638	0
639	1e-06
640	0
641	0
642	1e-06
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	1e-06
655	0
656	0
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	1e-06
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	0
685	0
686	0
687	0
688	1e-06
689	1e-06
690	0
691	0
692	0
693	0
694	0
695	1e-06
696	0
697	0
698	0
699	0
700	0
701	0
702	0
703	0
704	0
705	1e-06
706	1e-06
707	0
708	0
709	0
710	0
711	0
712	0
713	0
714	0
715	0
716	0
717	0
718	0
719	0
720	1e-06
721	0
722	0
723	0
724	0
725	0
726	0
727	0
728	0
729	0
730	1e-06
731	0
732	0
733	0
734	0
735	0
736	0
737	0
738	0
739	0
740	0
741	0
742	0
743	0
744	0
745	0
746	1e-06
747	0
748	1e-06
749	0
750	0
751	1e-06
752	0
753	0
754	0
755	0
756	0
757	1e-06
758	0
759	0
760	0
761	0
762	1e-06
763	0
764	0
765	1e-06
766	1e-06
767	1e-06
768	0
769	0
770	0
771	0
772	0
773	0
774	0
775	0
776	1e-06
777	1e-06
778	1e-06
779	0
780	1e-06
781	1e-06
782	1e-06
783	1e-06
784	0
785	0
786	0
787	1e-06
788	0
789	0
790	0
791	0
792	0
793	0
794	0
795	0
796	0
797	0
798	0
799	1e-06
800	1e-06
801	0
802	0
803	0
804	0
805	0
806	0
807	1e-06
808	0
809	0
810	0
811	1e-06
812	0
813	1e-06
814	0
815	0
816	0
817	0
818	1e-06
819	0
820	0
821	1e-06
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	1e-06
832	0
833	1e-06
834	0
835	0
836	1e-06
837	0
838	0
839	0
840	0
841	0
842	0
843	0
844	0
845	0
846	1e-06
847	0
848	0
849	1e-06
850	0
851	0
852	0
853	0
854	0
855	0
856	0
857	0
858	0
859	0
860	0
861	0
862	0
863	0
864	0
865	0
866	1e-06
867	1e-06
868	0
869	0
870	0
871	0
872	0
873	0
874	1e-06
875	0
876	0
877	0
878	1e-06
879	0
880	1e-06
881	0
882	1e-06
883	0
884	0
885	0
886	0
887	1e-06
888	0
889	0
890	0
891	0
892	0
893	0
894	1e-06
895	0
896	0
897	0
898	1e-06
899	0
900	0
901	0
902	0
903	0
904	0
905	1e-06
906	1e-06
907	1e-06
908	1e-06
909	1e-06
910	1e-06
911	1e-06
912	0
913	0
914	0
915	0
916	0
917	0
918	0
919	0
920	0
921	0
922	1e-06
923	0
924	0
925	0
926	0
927	0
928	1e-06
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	0
937	0
938	1e-06
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	1e-06
948	0
949	1e-06
950	0
951	1e-06
952	0
953	0
954	0
955	0
956	0
957	0
958	0
959	0
960	0
961	0
962	1e-06
963	0
964	1e-06
965	0
966	0
967	0
968	1e-06
969	0
970	0
971	0
972	0
973	0
974	1e-06
975	0
976	0
977	0
978	1e-06
979	0
980	0
981	0
982	0
983	0
984	1e-06
985	0
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	0
